Date,Open,High,Low,Close,Volume,Turnover
11-07-2000,369.9,377.7,366.55,375.95,12140871,453000000000000.0
12-07-2000,374.1,375.75,368.0,370.05,5052490,188000000000000.0
13-07-2000,370.8,373.8,363.0,365.75,5945560,219000000000000.0
14-07-2000,366.25,370.45,359.6,361.2,6403575,234000000000000.0
17-07-2000,362.9,364.9,357.5,363.3,6151343,222000000000000.0
18-07-2000,361.5,363.0,356.3,358.15,3720569,134000000000000.0
19-07-2000,358.5,362.5,352.5,354.1,4178056,149000000000000.0
20-07-2000,352.9,360.8,347.0,357.6,8901351,316000000000000.0
21-07-2000,357.0,357.0,342.25,343.9,10264940,356000000000000.0
24-07-2000,341.05,341.05,324.15,326.5,6016447,200000000000000.0
25-07-2000,322.55,336.45,320.2,333.9,6604953,217000000000000.0
26-07-2000,339.0,339.0,324.0,325.6,3880880,128000000000000.0
27-07-2000,326.0,350.8,322.1,344.05,8614501,291000000000000.0
28-07-2000,348.0,350.0,339.2,340.45,5985200,205000000000000.0
31-07-2000,338.0,340.9,335.5,336.8,2006533,67800000000000.0
01-08-2000,336.0,341.9,335.6,338.5,3732876,126000000000000.0
